code,name
42251503,Juegos terapéuticos
42251504,Tableros perforados o tableros de actividades de uso terapéutico
42251505,Rompecabezas de uso terapéutico
42251506,Cajas de decoración de uso terapéutico
42251600,Equipo y dispositivos de ejercicio de rehabilitación
42251601,Vigas de balance o de soporte o mecedoras para rehabilitación o terapia
42251602,Dispositivos para escalar para rehabilitación o terapia
42251603,Dispositivos o accesorios de moción pasiva continua cpm
42251604,Patines de ejercicio de extremidades para rehabilitación o terapia
42251605,Pedales de ejercicio para rehabilitación o terapia
42251606,Tablas para ejercicios sin gravedad para rehabilitación o terapia
42251607,Poleas o accesorios para rehabilitación o terapia
42251608,Bandas de ejercicio o masilla o tubos o accesorios para rehabilitación o terapia
42251609,Patinetas o patines de ocho figuras para rehabilitación o terapia
42251610,Pelotas o accesorios terapéuticos
42251611,Dispositivos de movimiento vestibular para rehabilitación o terapia
42251612,Pesas o sets o accesorios para rehabilitación o terapia
42251613,Bandas caminadoras ejercitadoras para rehabilitación o terapia
42251614,Bolsas de arena o sets de bolsas de arena para rehabilitación o terapia
42251615,Cinturones de pesas o kits para rehabilitación o terapia
42251616,Vibradores eléctricos para rehabilitación o terapia
42251617,Asientos acolchonados o accesorios terapéuticos
42251618,Ejercitadoras de muñecas para rehabilitación o terapia
42251619,Arcilla cerámica terapéutica o accesorios
42251620,Esterillas o plataformas para rehabilitación o terapia
42251621,Ejercitadoras de bota para rehabilitación o terapia
42251622,Ejercitadoras de pulmón para rehabilitación o terapia
42251623,Aparatos o suministros para terapia ultrasónica
42251624,Máquinas de pesas para rehabilitación o terapia
42251625,Equipos de ejercicio de mandíbulas
42251700,Productos para entrenamiento del modo de andar
42251701,Cinturones de manera de caminar para rehabilitación o terapia
42251702,Rampas de entrenamiento para rehabilitación o terapia
42251703,Escaleras de entrenamiento para rehabilitación o terapia
42251704,Barras de manera de caminar para rehabilitación o terapia
42251705,Barras paralelas para rehabilitación o terapia
42251706,Caminadoras o bicicletas o ejercitadoras de manera de caminar
42251800,Equipo para hacer dura el trabajo para rehabilitación o terapia
42251801,Tableros de salto o accesorios para rehabilitación o terapia
42251802,Cajas de levantar o accesorios para rehabilitación o terapia
42251803,Árboles de tubos o accesorios para rehabilitación o terapia
42251804,Carros de halar o empujar o accesorios para rehabilitación o terapia
42251805,Mesas o estaciones de trabajo o accesorios para rehabilitación o terapia
42261500,Suministros y instrumentos para disección de patología
42261501,Tijeras para autopsias
42261502,Fórceps de disección de uso general para autopsias
42261503,Sondas de bala para autopsias
42261504,Jaladores de hilo o aguja para autopsias
42261505,Cuchillos o cuchillas para autopsias
42261506,Cinceles u osteotomos para autopsias
42261507,Hilo post mortem
42261508,Agujas post mortem
42261509,Kits de disección para autopsias
42261510,Ganchos de incisión post mortem
42261511,Directores de vena para autopsias
42261512,Sierras para autopsias
42261513,Cuchillas de sierra o accesorios para autopsias
42261514,Tablas o almohadillas de disección
42261515,Estuches para instrumentos o accesorios quirúrgicos post mortem
42261516,Rollos de instrumentos para instrumentos o accesorios quirúrgicos post mortem
42261600,Suministros y equipo de autopsia
42261601,Recolectores de polvo de huesos
42261602,Bolsa para cadáver de uso médico
42261604,Apoya cabezas para autopsias
42261605,Tablas de cuerpo para autopsias
42261606,Balanzas colgantes para autopsias
42261607,Bolsas o contenedores para especímenes para autopsias
42261608,Kits de enfermedades infecciosas para autopsias
42261609,Cintas o brazaletes de identificación post mortem
42261610,Aspiradoras o tubos de vacío para recolección de fluidos para autopsias
42261611,Termómetros rectales post mortem
42261612,Dispositivos para enderezar dedos post mortem
42261613,Kits de construcción de tejidos de cadáveres
42261700,Muebles de autopsia
42261701,Estaciones de trabajo para autopsia macroscópica o accesorios
42261702,Lavaderos o accesorios para autopsias
42261703,Tablas o accesorios para autopsias
42261704,Tablas para necropsia o accesorios
42261705,Tablas o accesorios para disección de animales post mortem
42261706,Estaciones de trabajo para embalsamar o accesorios
42261707,Estaciones de trabajo para autopsias de drenaje o accesorios
42261800,Equipo y suministros de transporte y almacenaje del cadáver
42261801,Gabinetes de almacenamiento de cadáveres
42261802,Transportadores de cadáveres
42261803,Poleas de elevación de tijeras para cadáveres
42261804,Gabinetes refrigeradores para las morgues
42261805,Cuartos refrigeradores para la morgue
42261806,Congeladores para morgues
42261807,Carritos de autopsia
42261808,Bandejas para cadáveres
42261809,Dispositivos de elevación o transferencia de cadáveres
42261810,Contenedores para transporte de cuerpos
42261900,Equipo y suministros forenses clínicos
42261901,Materiales de huellas dactilares o impresión post mortem
42261902,Máscaras anti putrefacción
42261903,Kits o suministros de detección de sangre post mortem
42261904,Kits de recolección de evidencia biológica
42262000,Equipo y suministros de embalsamar
42262001,Inyectores de cavidad para embalsamar
42262002,Tubos de drenaje de venas para embalsamar
42262003,Fluidos para embalsamar o tratamientos químicos
42262004,Tubos de inyección para embalsamar
42262005,Lavaderos o accesorios para embalsamar
42262006,Kits para embalsamar
42262007,Agujas inyectoras para embalsamar
42262008,Protectores de ojos
42262100,Equipo y suministros funerarios
42262101,Trajes mortuorios
42262102,Paquetes mortuorios
42262103,Lienzos mortuorios
42262104,Aspiradoras mortuorias
42262105,Compuestos endurecedores mortuorios
42271500,Productos para el control respiratorio
42271501,Monitores de apnea o accesorios
42271502,Monitores de gas arterial o accesorios
42271503,Monitores de óxido de carbono exhalado o suministros
42271504,Estetoscopios esofágicos
42271505,Kits de monitoreo respiratorio o sus accesorios
42271506,Monitores de oxígeno o suministros
42271600,Productos de comprobación y tratamiento de las funciones pulmonares
42271601,Pletismógrafos de cuerpo
42271602,Espirómetros o sus accesorios o suministros
42271603,Pantallas de función pulmonar para junto a la cama
42271604,Flujómetros de pico
42271605,Calculadoras de función pulmonar
42271606,Dispositivos de calibración pulmonar
42271607,Tubos de función pulmonar o accesorios
42271608,Productos de prueba de estrés pulmonar
42271609,Monitores de estudio de sueño o accesorios
42271610,Monitores transcutáneos o productos relacionados
42271611,Monitores de ventilación pulmonar
42271612,Analizadores o monitores de gas pulmonar
42271613,Monitores de presión pulmonar
42271614,Monitores de temperatura respiratoria
42271615,Neumotacos
42271616,Filtros de monitoreo de función pulmonar
42271617,Percusores de pecho
42271618,Estilógrafos grabadores para espirómetros
42271619,Entrenador de músculos de inhalación
42271620,Monitor de agua en los pulmones
42271621,Dispositivo de terapia de presión de exhalación positiva pep
42271622,Chaleco de despeje de vías aéreas
42271700,Sistemas y dispositivos de terapia de entrega de oxígeno
42271701,Cilindros de gas o dispositivos relacionados para uso médico
42271702,Concentradores de oxígeno
42271703,Mezcladores de aire de oxígeno
42271704,Temporizadores de oxígeno
42271705,Conectores o adaptadores de suministro de oxígeno
42271706,Compresores para terapia respiratoria
42271707,Sensores de flujo o reguladores o componentes
42271708,Máscaras de oxígeno o partes para uso médico
42271709,Cánulas nasales para uso médico
42271710,Catéteres nasales o kits de cateterización para uso médico
42271711,Capuchas para la cabeza para uso médico
42271712,Carpas de aerosol para uso médico
42271713,Cámaras hiperbáricas para uso médico
42271714,Incubadoras para uso médico
42271715,Tubos o conectores de oxígeno para uso médico
42271716,Estuches para insufladores nasales
42271717,Inhaladores o sets
42271718,Accesorios para productos de sistemas de entrega de oxígeno para terapia o sus suministros
42271719,Insuflador de oxígeno o sus accesorios
42271720,Convertidores de oxígeno líquido
42271721,Filtros de concentradores de oxígeno
42271722,Computador de toma de oxígeno
42271800,Productos de terapia aerosol y humedad respiratoria
42271801,Humidificadores o vaporizadores respiratorios
42271802,Nebulizadores o accesorios
42271803,Sets de transferencia para terapia respiratoria
42271900,Productos para la gestión de la vía aérea
42271901,Vías aéreas faríngeas
42271902,Tubos esofágicos
42271903,Tubos endotraqueales
42271904,Tubos de traqueotomía
42271905,Tubos endobronquiales
42271906,Kits de reparación de tubos endotraqueales o de traqueotomía
42271907,Productos de aspiradores respiratorios o accesorios
42271908,Sujetadores de vías aéreas artificiales
42271909,Accesorios de vías aéreas artificiales
42271910,Sets endotraqueales o de traqueotomía
42271911,Kits de manómetros respiratorios
42271912,Tubos nasofaríngeos
42271913,Vías aéreas faríngeas o kits de vías aéreas
42271914,Mordazas de presión de vías aéreas
42271915,Accesorios de traqueotomía
42271916,Faringómetro o accesorios
42272000,Suministros de intubación
42272001,Laringoscopios o accesorios
42272002,Aerosoles laríngeos
42272003,Bloques de mordida
42272004,Estiletes de intubación
42272005,Fórceps de intubación
42272006,Introductores
42272007,Herramientas de doblado
42272008,Sondas o guías de intubación
42272009,Detectores de dióxido de carbono para pacientes
42272011,Catéteres de succión o sus accesorios
42272016,Quillas laríngeas o accesorios
42272017,Componentes o accesorios de intubación
42272100,Ventiladores de presión mecánica negativa
42272101,Pulmón de hierro
42272102,Productos de coraza de pecho
42272200,Ventiladores y accesorios de presión mecánica positiva
42272201,Máquinas respiradoras de presión positiva intermitente ippb
42272202,Máquinas de presión de aire positivo continuo no invasivo
42272203,Máquinas de doble nivel no invasivas
42272204,Ventiladores de transporte
42272205,Ventiladores para cuidados intensivos de adultos o pediátricos
42272206,Ventiladores para cuidado intensivo de bebés
42272207,Ventiladores de alta frecuencia
42272208,Ventiladores de cuidado en casa
42272209,Circuitos de ventiladores o de respiración
42272210,Bolsas de circuito de respiración
42272211,Productos de hiperventilación
42272212,Válvulas de presión de exhalación y positiva peep
42272213,Máscaras o correas de presión de vías aéreas positivas continuas cpap
42272214,Conectores o adaptadores o válvulas de circuitos
42272215,Suministros de chequeo de ventiladores
42272216,Termómetros de ventiladores
42272217,Trampas de agua para ventiladores
42272218,Puertos o líneas de muestreo de gas para ventiladores
42272219,Intercambiadores o filtros de calor o humedad para ventiladores
42272220,Accesorios para ventiladores
42272221,Productos de humidificación para ventiladores
42272222,Productos de retiro del tubo para ventiladores
42272223,Accesorios o suministros para respiradores
42272224,Kits de circuitos para ventiladores
42272225,Accesorios de presión para vías aéreas positivas de doble nivel bi pap
42272300,Suministros de resucitadores
42272301,Resucitadores manuales
42272302,Resucitadores neumáticos
42272303,Máscaras o accesorios de resucitación
42272304,Componentes o accesorios de resucitación
42272305,Conectores de resucitación
42272306,Kits de resucitación
42272307,Estuches para aparatos o accesorios de resucitación
42272500,"Aparatos de anestesia, y accesorios y suministros"
42272501,Aparatos de gas de anestesia
42272502,Unidades de absorción para aparatos de gas de anestesia
42272503,Inhaladores de anestesia o unidades de inhalación o accesorios
42272505,Tubos para aparatos de gas de anestesia o ensamblajes de tubos o ajustes de tubos o accesorios
42272506,Filtros de pantalla para aparatos de anestesia
42272507,Control de temperatura para aparatos de anestesia
42272508,Bomba intratecal
42272509,Calibradores para máquina de anestesia o accesorios
42272510,Kits o accesorios para actualización de máquina de anestesia
42281500,Equipo y accesorios de esterilizadores y de autoclave
42281501,Esterilizadores químicos o de gas
42281502,Esterilizadores de aire seco o de aire caliente
42281503,Esterilizadores de filtro
42281504,Esterilizadores de bolas de vidrio
42281505,Manijas de elevación para contenedores o bandejas de esterilización
42281506,Dispositivos o accesorios eléctricos para limpieza de instrumentos
42281507,Esterilizadores de radiación
42281508,Autoclaves o esterilizadores de vapor
42281509,Contenedores o bandejas de esterilización
42281510,Ganchos o estantes o sujetadores para instrumentos de esterilización
42281511,Lámparas de esterilización
42281512,Tapas de esterilización
42281513,Placas de identificación de esterilización
42281514,Calentadores sanitarios o accesorios
42281515,Gabinetes de esterilización
42281516,Filtros de esterilización
42281517,Sistemas de recuperación de agua de esterilización
42281518,Barras para cánulas de esterilización
42281519,Esterilizadores de agujas
42281521,Sets de esterilización
42281522,Instrumentos de esterilización o insertos de estuches de esterilización
42281523,Mangas de filtro de esterilización
42281524,Adaptadores o ensamblajes de adaptadores de esterilización
42281525,Aireador de gas o químico o de radiación de esterilización
42281526,Prueba de indicador biológico para incubadoras
42281527,Concentrado o casete o cartucho de esterilizante de esterilización
42281528,Accesorios para esterilizador químico o de gas
42281529,Accesorios para esterilizador de aire seco o de aire caliente
42281530,Accesorios para esterilizador o autoclave de vapor
42281531,Esterilizador ultravioleta
42281532,Esterilizador de plasma de gas
42281600,Soluciones de desinfectantes y esterilización en frío
42281603,Desinfectante o esterilizador de instrumentos
42281604,Desinfectantes de superficies para uso médico
42281605,Compuestos anti fijación para uso médico
42281606,Fumigadores de gas para uso médico
42281700,Soluciones y equipo de limpieza pre- esterilización
42281701,Limpiadores de cámara para autoclaves o esterilizadores
42281702,Baldes de remojo desinfectantes
42281703,Kits de cuidado de instrumentos
42281704,Limpiadores o detergentes para instrumentos
42281705,Equipo de lavado desinfectante para equipos e instrumentos de uso médico
42281706,Lubricantes o leche para instrumentos
42281707,Almohadillas para remover manchas de los instrumentos
42281708,Limpiadores de carros de esterilización
42281709,Cepillos de limpieza de esterilización
42281710,Desodorantes de esterilización
42281711,Desincrustadores de esterilización
42281712,Equipo de limpieza ultrasónica
42281713,Baldes de escurrido de esterilización
42281800,Controles y indicadores de esterilización
42281801,Tiras de prueba de desinfección
42281802,Etiquetas de esterilización
42281803,Kits biológicos de esterilización
42281804,Controles de esterilización
42281805,Registros indicadores de esterilización
42281806,Tiras indicadoras de esterilización
42281807,Cintas indicadoras de esterilización
42281808,Papeles u hojas de esterilización
42281809,Sobres de almacenamiento de registros de esterilización
42281810,Paquetes de prueba y accesorios de esterilización
42281811,Candado para contenedor de esterilización
42281900,Suministros de empaquetar y envoltura de esterilización
42281901,Sujetadores o carritos para envoltorios o sobres de esterilización
42281902,Fundas o sobre fundas de esterilización
42281903,Cubiertas contra el polvo de esterilización
42281904,Bolsas de esterilización
42281905,Selladores en caliente de esterilización
42281906,Bandas de instrumentos de esterilización
42281907,Protectores de instrumentos de esterilización
42281908,Recubrimientos de bandejas de instrumentos de esterilización
42281909,Pistolas o cintas o esferos etiquetadores de esterilización
42281912,Toallas de esterilización
42281913,Tunos de esterilización
42281914,Contenedores desechables de esterilización
42281915,Rollos de esterilización
42281916,Talegos de esterilización
42291500,Instrumentos quirúrgicos y productos relacionados para biopsia de los huesos
42291501,Molinos para biopsia de hueso para uso quirúrgico o productos relacionados
42291502,Trepanadores para biopsia de hueso para uso quirúrgico
42291600,Instrumentos quirúrgicos de cortar y lazos y productos relacionados
42291601,Escalpelos o cuchillos o manijas de cuchillos láser para uso quirúrgico
42291602,Tornillos o cables o alfileres o instrumentos para cortar alambre para uso quirúrgico
42291603,Fórceps para cortar hueso para uso quirúrgico
42291604,Sierras de mano o sierras de alambre o manijas para sierras para huesos para uso quirúrgico
42291605,Brocas para uso quirúrgico
42291606,Cinceles o perforadoras para uso quirúrgico
42291607,Curetas o lanzaderas para uso quirúrgico
42291608,Bloques o tablas o plataformas de cortado para uso quirúrgico
42291609,Pinzas para uso quirúrgico
42291610,Planos para uso quirúrgico
42291611,Raspadores para uso quirúrgico
42291612,Tenazas para uso quirúrgico
42291613,Escalpelos o cuchillos o cuchillas o trepanadores o accesorios para uso quirúrgico
42291614,Tijeras para uso quirúrgico
42291615,Tijeras para uso quirúrgico
42291616,Pinzas o cables de pinzas para uso quirúrgico
42291617,Espitas para uso quirúrgico
42291619,Tomos (pinzas de resección) para uso quirúrgico
42291620,Trocadores quirúrgicos para uso general o accesorios
42291621,Removedores de anillos de los dedos
42291622,Adenotomos
42291623,Periosteotomos
42291624,Meniscotomos
42291625,Instrumentos de incisión del talón de los bebés
42291627,Taladros quirúrgicos o sus accesorios
42291700,Taladros quirúrgicos de mano y escariadores y instrumentos de punción y accesorios y productos relacionados
42291701,Brocas de mano o de torsión o kits de brocas o accesorios para uso quirúrgico
42291702,Escariadores o punzones de mano para uso quirúrgico
42291703,Perforadoras para uso quirúrgico
42291704,Punzones o sujeta punzones o accesorios para uso quirúrgico
42291705,Adaptadores de escariadores para uso quirúrgico
42291707,Kits de craneotomía
42291708,Brocas o accesorios para uso quirúrgico
42291709,Cuchillas de sierra o accesorios para uso quirúrgico
42291710,Gancho amniótico
42291800,Abrazaderas quirúrgicas y fórceps y ligadores quirúrgicos y instrumentos relacionados
42291801,Aplicadores de ligantes de bandas o bandas o productos relacionados para uso quirúrgico
42291802,Pinzas o ganchos o fórceps o accesorios para uso quirúrgico
42291803,Pinzas o fórceps láser para uso quirúrgico
42291804,Pinzas o campana de circuncisión
42291805,Pinza de cordón umbilical de recién nacidos
42291900,Posicionadores y portadores de tubos y instrumentos quirúrgicos
42291901,Sujetadores o posicionadores de instrumentos quirúrgicos
42291902,Sujetadores o posicionadores de tubos para uso quirúrgico
42292000,Espejos quirúrgicos
42292001,Espejos de otolaringología o accesorios para uso quirúrgico
42292100,Insertadores y extractores quirúrgicos y productos relacionados
42292101,Insertores o kits de insertores para uso quirúrgico
42292102,Extractores para uso quirúrgico
42292103,Porta tubos o llaves para uso quirúrgico
42292200,Aproximadores y compresores y depresores quirúrgicos y productos relacionados
42292201,Aproximadores para uso quirúrgico
42292202,Compresores para uso quirúrgico
42292203,Depresores para uso quirúrgico
42292300,Hierros de flexión y herramientas de plegar y tenazas y tensionadores y torceduras quirúrgicos y productos relacionados
42292301,Instrumentos para doblar para uso quirúrgico
42292302,Engarzadores para uso quirúrgico
42292303,Alicates para uso quirúrgico
42292304,Tensores para uso quirúrgico
42292305,Agarres para uso quirúrgico
42292306,Fórceps o tenazas de alambre para uso quirúrgico
42292307,Llaves para uso quirúrgico
42292400,Machos de roscar y impulsores quirúrgicos y productos relacionados
42292401,Roscas para uso quirúrgico
42292402,Controladores o sus partes o accesorios para uso quirúrgico
42292403,Mangos de hachas para uso quirúrgico
42292500,Martillos y malletes y impactadores y prensas quirúrgicos y productos relacionados
42292501,Tapones para uso quirúrgico
42292502,Martillos o martillos quirúrgicos para uso quirúrgico
42292503,Impactadores o empacadores para uso quirúrgico
42292504,Prensas para uso quirúrgico
42292505,Martillos o cabezas de martillo para uso quirúrgico
42292600,Dilatadores y sondas y ranuras quirúrgicas y productos relacionados
42292601,Dilatadores o accesorios para uso quirúrgico
42292602,Muescas para uso quirúrgico
42292603,Sondas o directores para uso quirúrgico
42292700,Disectores y Elevadores y Piquetas quirúrgicos y productos relacionados
42292701,Disectores para uso quirúrgico
42292702,Levantadores o niveladores para uso quirúrgico
42292703,Elevadores para uso quirúrgico
42292704,Picas para uso quirúrgico
42292800,Instrumentos quirúrgicos de marcar
42292801,Instrumentos de marcación oftálmica
42292802,Instrumentos de marcación quirúrgica para uso general
42292803,Dispositivo de sellamiento y marcado de biopsias
42292900,Instrumentos quirúrgicos de cerrar la sutura de tejido y productos relacionados
42292901,Instrumentos de cerclaje para uso quirúrgico
42292902,Sujetadores de aguja láser para uso quirúrgico
42292903,Sujetadores de agujas quirúrgicas para uso general
42292904,Suturas quirúrgicas o pasadores de alambre o productos relacionados
42292907,Sistemas para estirar la piel
42292908,Dispositivos de costura de bolsa para uso quirúrgico
42293000,Dispositivos quirúrgicos de medir y productos relacionados
42293001,Calibradores o reglas para uso quirúrgico
42293002,Sondas o varas de medición para uso quirúrgico
42293003,Instrumentos de medición de ganchos para uso quirúrgico
42293004,Instrumentos quirúrgicos de determinación de tamaño para uso general
42293005,Instrumentos de determinación de tamaño de válvula para uso quirúrgico
42293006,Cintas de medición para uso quirúrgico
42293100,Retractores quirúrgicos y productos relacionados
42293101,Retractores láser para uso quirúrgico
42293102,Ganchos de retracción para uso quirúrgico
42293103,Retractores de fibra óptica iluminados para uso quirúrgico
42293104,Mordazas o accesorios para uso quirúrgico
42293105,Retractores de inclinación para uso quirúrgico
42293106,Sets de retractores para uso quirúrgico
42293107,Retractores quirúrgicos para uso general
42293108,Estabilizadores para uso quirúrgico
42293109,Protectores de tejidos para uso quirúrgico
42293110,Retractores ortopédicos
42293111,Retractores oftálmicos
42293112,Retractores torácicos o cardiovasculares
42293113,Retractores de vena
42293114,Retractores bucales
42293115,Retractores traqueales
42293116,Retractores rectales
42293117,Retractores gastrointestinales
42293118,Retractores uterinos
42293119,Retractores abdominales
42293120,Retractores de columna o nervios
42293121,Retractores de glándulas
42293122,Retractores de oído
42293123,Retractores para cirugía plástica
42293124,Retractores de nervios
42293125,Retractores de esternón
42293126,Retractores para amputación
42293127,Retractores de tejidos
42293128,Retractores de piel
42293129,Retractores para micro cirugía
42293130,Retractores de pulmón
42293131,Retractores de párpado
42293132,Retractores de dedos
42293133,Anillos de retracción para uso quirúrgico
42293134,Retractores cervicales
42293135,Retractores de labios
42293136,Adaptadores de retractores
42293137,Cuchillas retractoras ortopédicas
42293138,Retractores para urología o sus accesorios para uso quirúrgico
42293139,Accesorios para retractores
42293200,Instrumentos quirúrgicos de mioma
42293201,Destornilladores para miomas para uso quirúrgico
42293300,Distractores y esparcidores y separadores quirúrgicos y productos relacionados
42293301,Distractores o accesorios para uso quirúrgico
42293302,Separadores para uso quirúrgico
42293303,Espéculos para uso quirúrgico
42293304,Extensores para uso quirúrgico
42293400,Manipuladores y posicionadores quirúrgicos de implante y productos relacionados
42293401,Guías para uso quirúrgico
42293403,Sujetadores de implantes para uso quirúrgico
42293404,Empujadores para uso quirúrgico
42293405,Instrumentos de manipulación para uso quirúrgico
42293406,Posicionadores de implantes para uso quirúrgico
42293407,Filiforme para dilatar el uréter o la uretra
42293408,Seguidor para uréter o uretra
42293500,Cánulas y puntas y estiletes de irrigación y succión quirúrgica y productos relacionados
42293501,Piezas de mano de irrigación o succión o cánulas o puntas o productos relacionados para uso quirúrgico
42293502,Cánulas o puntas de succión o irrigación láser o productos relacionados para uso quirúrgico
42293503,Dispositivos o curetas de extracción al vacío o productos relacionados para uso quirúrgico
42293504,Suministros o accesorios de irrigación o aspiración oftálmica
42293505,Sondas de drenaje de succión para uso quirúrgico
42293506,Bulbos de succión para uso quirúrgico
42293507,Reservorios de succión para uso quirúrgico
42293508,Suministros o accesorios de irrigación o aspiración de oído nariz y garganta ent
42293509,Sets o accesorios de irrigación para uso quirúrgico
42293600,Bougies quirúrgicos y sondas y obturadores y productos relacionados
42293601,Bujías para uso quirúrgico
42293602,Obturadores para uso quirúrgico
42293603,Sondas para uso quirúrgico
42293700,Machacadoras y excavadoras y fragmentadoras quirúrgicas y productos relacionados
42293701,Trituradores para uso quirúrgico
42293702,Excavadoras para uso quirúrgico
42293703,Molinos de hueso para uso quirúrgico
42293800,Agarradores y buscadores y excavadores y desmoldadores quirúrgicos y productos relacionados
42293801,Pasadores para uso quirúrgico
42293802,Buscadores para uso quirúrgico
42293803,Removedores para uso quirúrgico
42293804,Excavadoras o accesorios quirúrgicos.
42293900,Instrumentos quirúrgicos para empaque de heridas y productos relacionados
42293901,Anillos de laparoscopia para uso quirúrgico
42293902,Instrumentos para cubrir heridas para uso quirúrgico
42294000,Espátulas y cucharas y cucharones quirúrgicos y productos relacionados
42294001,Cucharas hondas para uso quirúrgico
42294002,Espátulas para uso quirúrgico
42294003,Cucharas para uso quirúrgico
42294100,Dispositivos esqueléticos quirúrgicos de tracción y productos relacionados
42294101,Lazos de tracción o bucles de tracción o productos relacionados para uso quirúrgico
42294102,Dispositivos de tracción del cráneo para uso quirúrgico o productos relacionados
42294103,Collares de tracción para uso quirúrgico
42294200,Juegos de instrumentos y sistemas y bandejas quirúrgicos
42294201,Sets de instrumentos quirúrgicos torácicos o cardiovasculares
42294202,Sets o sistemas de instrumentos de fijación externa
42294203,Sets de instrumentos quirúrgicos generales
42294204,"Sets de instrumentos para micro cirugía, cirugía plástica o cirugía delicada"
42294205,Sets de instrumentos neuroquirúrgicos o espinales
42294206,Sets de instrumentos para cirugía oftálmica
42294207,Sets de instrumentos para cirugía maxilofacial
42294208,Sistemas de instrumentos para revisión ortopédica o completa de articulaciones
42294209,Sistemas de instrumentos para fijación de trauma ortopédico
42294210,Sets de instrumentos para cirugía otolaringológica
42294211,Bandejas de procedimientos o instrumentos especiales o a la medida para uso quirúrgico
42294212,Sets de instrumentos para cirugía urológica
42294213,Sets de instrumentos para cirugía por laparoscopia
42294214,Sets de instrumentos para cirugía de traqueotomía
42294215,Sets de instrumentos para cirugía de craneotomía
42294216,Sets de instrumentos para cirugía de angiografía
42294217,Sets de instrumentos para cirugía gastroscópica
42294218,Sets de instrumentos para cirugía de oído nariz y garganta ent
42294219,Sets de instrumentos para cirugía ortopédica
42294220,Sistemas de recuperación y entrega de sangre
42294300,Instrumentos de biopsia de invasiva mínima del pecho y suministros y equipo
42294301,Conductores o módulos de disparo o accesorios para biopsia de seno mínimamente invasiva
42294302,Unidades de carga premium para biopsia de seno mínimamente invasiva
42294303,Guías de aguja para biopsia de seno mínimamente invasiva
42294304,Instrumentos marcadores para biopsia de seno mínimamente invasiva
42294305,Unidades de vacío o accesorios para biopsia de seno mínimamente invasiva
42294306,Aguja de localización de seno
42294400,Sistemas cardiacos y vasculares
42294401,Sistemas de cosecha de venas
42294402,Sistemas de visualización coronaria
42294500,Instrumentos de especialidad oftálmica y productos relacionados
42294501,Conformadores o protectores para cirugía oftálmica
42294502,Pesas de párpados para cirugía oftálmica
42294503,Anillos de fijación para cirugía oftálmica
42294504,Instrumentos de membrana intraocular para cirugía oftálmica
42294505,Placas de párpado para cirugía oftálmica
42294506,Rotadores de núcleo para cirugía oftálmica
42294507,Fresas o manijas o removedores de anillos de óxido para uso oftálmico
42294508,Puntas de aguja de irrigación o aspiración para uso oftálmico
42294509,Agujas para cirugía oftálmica
42294510,Esponjas para cirugía oftálmica
42294511,Cuchillos o cuchillas o tijeras o accesorios para cirugía oftálmica
42294512,Protectores de ojos o sus accesorios
42294513,Kits de vitrectomía oftálmica
42294514,Sondas de borrado hemostático
42294515,Pulidores de lentes oftálmicos
42294516,Sujetadores de ojos o sus accesorios
42294517,Insertos ópticos
42294518,Sets de ajuste de insertos ópticos
42294519,Cucharas o curetas oftálmicas
42294520,Sujetadores de lentes o accesorios para uso oftálmico
42294521,Componentes de combado escleral
42294522,Sets de punctum de tapón para uso oftálmico
42294523,Suministros para cirugía plástica oftálmica o sus productos relacionados
42294524,Magnetos de ojos para cirugía oftálmica
42294525,Sets de instrumentos médicos oftálmicos
42294526,Dilatadores o sets de lagrimales
42294527,Gas intraocular
42294528,Agente visco elástico o dispositivo visco quirúrgico
42294529,Cistotomo
42294530,Lente de vitrectomía
42294531,Lente láser para uso oftálmico
42294600,Productos de autotransfusión
42294601,Bolsas de autotransfusión o transferencia de sangre
42294602,Kits de contenedores de autotransfusión o kits centrífugos
42294603,Unidades de autotransfusión
42294604,Filtros de autotransfusión
42294605,Reservorios o sus accesorios de autotransfusión
42294606,Sets o kits de tubos de autotransfusión
42294607,Válvulas de autotransfusión
42294700,Equipo de perfusión de corazón abierto y monitores y accesorios y productos relacionados
42294701,Máquinas o accesorios de corazón y pulmones
42294702,Bombas y accesorios de balón intra aórtico
42294703,Dispositivos o accesorios de succión intra cardíaca
42294704,Filtros de perfusión o productos relacionados
42294705,Monitores de parámetros de sangre de perfusión o accesorios o productos relacionados
42294706,Trampas de burbujas de perfusión
42294707,Sets de cardioplegia de perfusión
42294708,Reservorios de cardiotomía de perfusión
42294709,Sistemas centrífugos de perfusión o accesorios
42294710,Equipos o accesorios calentadores o enfriadores o duales calentadores o enfriadores de perfusión
42294711,Hemoconcentradores de perfusión o accesorios
42294712,Monitores de saturación de oxígeno o hematocritos de perfusión o accesorios
42294713,Oxigenadores de perfusión o accesorios
42294714,Cabezas de bombas de perfusión
42294715,Tubos de empaque de bombas de perfusión
42294716,Reservorios venosos de perfusión
42294717,Dispositivos de asistencia ventricular
42294718,Bombas de perfusión
42294719,Reservorios cardiovasculares
42294720,Agujas de monitoreo de temperatura
42294721,Punzones aórticos
42294722,Sets de drenaje ventricular
42294723,Kits de inserción de bomba de inflar intra aórtica
42294724,Introductor de bomba de inflar intra aórtica
42294800,Endoscopios y accesorios y productos relacionados
42294801,Endoscopios rígidos o accesorios o productos relacionados
42294802,Endoscopios flexibles o accesorios o productos relacionados
42294803,Cistouretroscopios
42294804,Resectoscopios
42294805,Laparascopios o telescopios laparoscópicos
